mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,param_p,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.003270530700683594,0.0027130340957427805,0.005405235290527344,0.003866066250071979,37,1,"{'n_neighbors': 37, 'p': 1}",0.8227848101265823,0.879746835443038,0.8417721518987342,0.8354430379746836,0.8407643312101911,0.8441022333306458,0.019060549446800797,33,0.8526148969889065,0.838351822503962,0.8320126782884311,0.8557844690966719,0.8575949367088608,0.8472717607173663,0.01019792298483085
0.002051115036010742,0.0031809008534987417,0.008556270599365234,0.003238757389322804,37,2,"{'n_neighbors': 37, 'p': 2}",0.7974683544303798,0.8481012658227848,0.8227848101265823,0.7721518987341772,0.8089171974522293,0.8098847053132306,0.02532107712722861,92,0.8288431061806656,0.8145800316957211,0.8161648177496038,0.8161648177496038,0.8291139240506329,0.8209733394852453,0.006562324160881368
0.004091930389404297,0.004263486119492031,0.007739925384521484,0.00295963721491043,38,1,"{'n_neighbors': 38, 'p': 1}",0.8227848101265823,0.879746835443038,0.8417721518987342,0.8417721518987342,0.8343949044585988,0.8440941707651376,0.019131443539763753,37,0.8526148969889065,0.8351822503961965,0.8320126782884311,0.8526148969889065,0.8544303797468354,0.8453710204818552,0.009687887551017823
0.0020226955413818358,0.0040453910827636715,0.00976104736328125,0.0008510565421088466,38,2,"{'n_neighbors': 38, 'p': 2}",0.8227848101265823,0.8544303797468354,0.8227848101265823,0.7721518987341772,0.8089171974522293,0.8162138192372813,0.026614112300097203,78,0.8510301109350238,0.8082408874801902,0.8161648177496038,0.8193343898573693,0.8306962025316456,0.8250932817107663,0.014839119430215491
0.0024614810943603517,0.00394380091691188,0.007793569564819336,0.003983415863535157,39,1,"{'n_neighbors': 39, 'p': 1}",0.8227848101265823,0.8734177215189873,0.8417721518987342,0.8417721518987342,0.8407643312101911,0.8441022333306458,0.016345216604905236,33,0.8573692551505546,0.8288431061806656,0.8320126782884311,0.8478605388272583,0.8528481012658228,0.8437867359425464,0.011358957202172011
0.003631258010864258,0.004493958347319224,0.006564998626708984,0.004540482522190772,39,2,"{'n_neighbors': 39, 'p': 2}",0.8354430379746836,0.8481012658227848,0.8227848101265823,0.7784810126582279,0.7961783439490446,0.8161976941062647,0.025514441740002947,80,0.8399366085578447,0.8098256735340729,0.8161648177496038,0.8098256735340729,0.8227848101265823,0.8197075167004353,0.011194090019215541
0.0024651050567626952,0.0029559529796172115,0.008242225646972657,0.0031703648052559172,40,1,"{'n_neighbors': 40, 'p': 1}",0.8164556962025317,0.8734177215189873,0.8291139240506329,0.8417721518987342,0.8343949044585988,0.8390308796258971,0.01907588346203853,49,0.8573692551505546,0.8367670364500792,0.8351822503961965,0.8526148969889065,0.8496835443037974,0.8463233966579068,0.008812873752679366
0.0024625778198242186,0.003946626419250013,0.007733917236328125,0.003955283145751812,40,2,"{'n_neighbors': 40, 'p': 2}",0.8291139240506329,0.8544303797468354,0.8354430379746836,0.7784810126582279,0.8089171974522293,0.8212771103765218,0.025866974506615674,69,0.8367670364500792,0.8145800316957211,0.8304278922345484,0.8193343898573693,0.8117088607594937,0.8225636421994423,0.009545420098944374
0.002057456970214844,0.004114913940429688,0.008173179626464844,0.004087600534390382,41,1,"{'n_neighbors': 41, 'p': 1}",0.8227848101265823,0.8607594936708861,0.8544303797468354,0.8417721518987342,0.8407643312101911,0.8441022333306458,0.013077754643233007,33,0.8621236133122029,0.838351822503962,0.8399366085578447,0.8526148969889065,0.8481012658227848,0.8482256414371403,0.008702126432446508
0.003667879104614258,0.003700266481660946,0.006552886962890625,0.0037043191061135626,41,2,"{'n_neighbors': 41, 'p': 2}",0.810126582278481,0.8481012658227848,0.8164556962025317,0.7784810126582279,0.8089171974522293,0.8124163508828509,0.022175769480647527,89,0.8240887480190174,0.8161648177496038,0.8304278922345484,0.8193343898573693,0.814873417721519,0.8209778531164116,0.005694055125229409
0.004289674758911133,0.0033058874688364293,0.006125783920288086,0.0033521666587837365,42,1,"{'n_neighbors': 42, 'p': 1}",0.8227848101265823,0.8734177215189873,0.8481012658227848,0.8417721518987342,0.8407643312101911,0.845368056115456,0.01636081889202048,27,0.8573692551505546,0.8415213946117274,0.8415213946117274,0.8573692551505546,0.8544303797468354,0.8504423358542799,0.007362544414389704
0.001631021499633789,0.0013696812334270873,0.008932256698608398,0.0013402967699295886,42,2,"{'n_neighbors': 42, 'p': 2}",0.810126582278481,0.8417721518987342,0.8164556962025317,0.7784810126582279,0.8152866242038217,0.8124244134483594,0.0202146863863338,88,0.8272583201267829,0.8177496038034865,0.8431061806656102,0.8256735340729001,0.8212025316455697,0.8269980340628699,0.008722565523577124
0.0038118362426757812,0.001632150542378485,0.005592441558837891,0.0018895341704875663,43,1,"{'n_neighbors': 43, 'p': 1}",0.810126582278481,0.8734177215189873,0.8481012658227848,0.8354430379746836,0.8407643312101911,0.8415705877610256,0.020414759765130755,45,0.8526148969889065,0.8351822503961965,0.838351822503962,0.8589540412044374,0.8449367088607594,0.8460079439908524,0.008811499800980902
0.002797698974609375,0.0015881175311531152,0.007831954956054687,0.0021864850028031108,43,2,"{'n_neighbors': 43, 'p': 2}",0.8227848101265823,0.8354430379746836,0.8164556962025317,0.7784810126582279,0.8152866242038217,0.8136902362331695,0.019004111692229,84,0.8335974643423137,0.8129952456418383,0.838351822503962,0.8240887480190174,0.8212025316455697,0.8260471624305403,0.009011881987582102
0.0010278701782226562,0.0011851338913490266,0.007684564590454102,0.0016044339377922036,44,1,"{'n_neighbors': 44, 'p': 1}",0.8291139240506329,0.8734177215189873,0.8481012658227848,0.8354430379746836,0.8471337579617835,0.8466419414657743,0.015178674134528463,22,0.8621236133122029,0.8351822503961965,0.838351822503962,0.8510301109350238,0.8496835443037974,0.8472742682902366,0.009656510218729238
0.002442741394042969,0.0018249522196904656,0.006321239471435547,0.003327804334361823,44,2,"{'n_neighbors': 44, 'p': 2}",0.8291139240506329,0.8481012658227848,0.8164556962025317,0.7721518987341772,0.8280254777070064,0.8187696525034266,0.025422773862073866,75,0.8431061806656102,0.8114104595879557,0.8335974643423137,0.820919175911252,0.8212025316455697,0.8260471624305403,0.011063606332387187
0.0015992164611816407,0.0013557493049244328,0.00924687385559082,0.001542716375896692,45,1,"{'n_neighbors': 45, 'p': 1}",0.8291139240506329,0.879746835443038,0.8481012658227848,0.8037974683544303,0.8471337579617835,0.8415786503265338,0.024951958645289575,44,0.8637083993660856,0.8335974643423137,0.8256735340729001,0.8446909667194928,0.8449367088607594,0.8425214146723103,0.012829005360515563
0.0034265518188476562,0.0006822263383686669,0.007969427108764648,0.001186249817258461,45,2,"{'n_neighbors': 45, 'p': 2}",0.8227848101265823,0.8417721518987342,0.8164556962025317,0.7721518987341772,0.8280254777070064,0.8162380069338063,0.02356875042581199,77,0.8431061806656102,0.8082408874801902,0.8272583201267829,0.8050713153724247,0.8180379746835443,0.8203429356657104,0.013791175924961301
0.004111385345458985,0.0019411060047983646,0.007751941680908203,0.0010143377718575207,46,1,"{'n_neighbors': 46, 'p': 1}",0.8227848101265823,0.8734177215189873,0.8481012658227848,0.8354430379746836,0.8471337579617835,0.8453761186809643,0.016768306575371594,25,0.8573692551505546,0.8367670364500792,0.8320126782884311,0.8462757527733756,0.8449367088607594,0.84347228630464,0.008711058400283694
0.0035737991333007813,0.0022688407890525232,0.007608842849731445,0.0006359794285067284,46,2,"{'n_neighbors': 46, 'p': 2}",0.8354430379746836,0.8670886075949367,0.8164556962025317,0.7531645569620253,0.8280254777070064,0.8200354752882367,0.037415945591562506,71,0.8478605388272583,0.820919175911252,0.8272583201267829,0.8082408874801902,0.8180379746835443,0.8244633794058055,0.013207991604774524
0.00227208137512207,0.0010236392162750318,0.00765695571899414,0.001378024396155132,47,1,"{'n_neighbors': 47, 'p': 1}",0.8164556962025317,0.8544303797468354,0.8417721518987342,0.8291139240506329,0.8471337579617835,0.8377811819721035,0.013494384078761463,53,0.849445324881141,0.8320126782884311,0.8225039619651348,0.838351822503962,0.8417721518987342,0.8368171879074806,0.009103058436383324
0.0026021957397460937,0.0004881133409225985,0.007782506942749024,0.0004204554573804661,47,2,"{'n_neighbors': 47, 'p': 2}",0.8227848101265823,0.8607594936708861,0.8164556962025317,0.7531645569620253,0.821656050955414,0.814964121583488,0.03471187743374504,82,0.8478605388272583,0.8145800316957211,0.8272583201267829,0.8193343898573693,0.819620253164557,0.8257307067343378,0.011786866736953469
0.0020555973052978514,0.001115679983171008,0.008709859848022462,0.0013340170173695948,48,1,"{'n_neighbors': 48, 'p': 1}",0.8164556962025317,0.8544303797468354,0.8417721518987342,0.8291139240506329,0.8471337579617835,0.8377811819721035,0.013494384078761463,53,0.849445324881141,0.8367670364500792,0.8272583201267829,0.8351822503961965,0.8417721518987342,0.8380850167505868,0.007348905371365625
0.0036299705505371095,0.004493126445819318,0.006548261642456055,0.0044957511037914885,48,2,"{'n_neighbors': 48, 'p': 2}",0.8227848101265823,0.8544303797468354,0.8227848101265823,0.7658227848101266,0.821656050955414,0.8174957671531082,0.02866188627474838,76,0.8399366085578447,0.8129952456418383,0.8351822503961965,0.8161648177496038,0.8164556962025317,0.8241469237096031,0.0111204451577793
0.004325771331787109,0.004249493666260494,0.006114578247070313,0.004203997919687423,49,1,"{'n_neighbors': 49, 'p': 1}",0.7974683544303798,0.8607594936708861,0.8291139240506329,0.810126582278481,0.8471337579617835,0.8289204224784326,0.023185903047525738,65,0.8446909667194928,0.838351822503962,0.8256735340729001,0.8399366085578447,0.8338607594936709,0.8365027382695741,0.006426653533467827
0.0043047904968261715,0.002604891403217378,0.008005332946777344,0.0006324175730992858,49,2,"{'n_neighbors': 49, 'p': 2}",0.8227848101265823,0.8607594936708861,0.8291139240506329,0.7468354430379747,0.8343949044585988,0.8187777150689349,0.038222901174314115,74,0.8351822503961965,0.8145800316957211,0.8272583201267829,0.8161648177496038,0.810126582278481,0.8206624004493571,0.009193031308506204
0.003002166748046875,2.5986531435849594e-06,0.007801151275634766,0.0007477807171449416,50,1,"{'n_neighbors': 50, 'p': 1}",0.8037974683544303,0.8607594936708861,0.8354430379746836,0.8164556962025317,0.8471337579617835,0.832717890832863,0.020505730673519046,61,0.8478605388272583,0.838351822503962,0.8304278922345484,0.8415213946117274,0.8338607594936709,0.8384044815342333,0.006056506030259275
0.002991056442260742,1.9211626490226717e-05,0.008408117294311523,0.00048502865513411756,50,2,"{'n_neighbors': 50, 'p': 2}",0.810126582278481,0.8544303797468354,0.8164556962025317,0.7468354430379747,0.8343949044585988,0.8124486011448843,0.036250917403288084,87,0.8320126782884311,0.8129952456418383,0.8082408874801902,0.8161648177496038,0.8164556962025317,0.8171738650725191,0.007987280759982566
